Instance,Budget,Rate,PF_points, Time
1,64,0.1,1,0.41
1,64,0.4,1,0.43
1,64,0.7,1,0.45
1,64,1,1,0.37
1,72,0.1,1,0.38
1,72,0.4,1,0.5
1,72,0.7,1,2.38
1,72,1,1,0.39
1,80,0.1,1,0.37
1,80,0.4,1,0.48
1,80,0.7,1,0.49
1,80,1,1,0.36
1,88,0.1,1,0.38
1,88,0.4,1,0.41
1,88,0.7,1,0.41
1,88,1,1,0.36
1,96,0.1,1,0.35
1,96,0.4,1,0.44
1,96,0.7,1,0.38
1,96,1,1,0.4
