Instance,Budget,Rate,PF_points, Time
1,64,0.1,1,7.79
1,64,0.4,2,3411.65
1,64,0.7,2,3068.37
1,64,1,2,0.53
1,72,0.1,1,5.28
1,72,0.4,2,1040.3
1,72,0.7,2,3394.88
1,72,1,3,0.75
1,80,0.1,1,13.7
1,80,0.4,2,3067.97
1,80,0.7,2,6919.58
1,80,1,3,3.35
1,88,0.1,1,13.18
1,88,0.4,2,241.08
1,88,0.7,2,1283.91
1,88,1,3,3.81
1,96,0.1,1,19.57
1,96,0.4,2,1530.69
1,96,0.7,2,824.25
1,96,1,3,1.3
