Instance,Budget,Rate,PF_points, Time
2,32,0.1,2,3.46
2,32,0.4,2,20.9
2,32,0.7,1,4.4
2,32,1,1,0.6
2,40,0.1,2,4.15
2,40,0.4,2,14.72
2,40,0.7,1,5.28
2,40,1,1,0.57
2,48,0.1,2,4.38
2,48,0.4,2,4.7
2,48,0.7,1,2.92
2,48,1,1,0.24
2,56,0.1,1,1.85
2,56,0.4,1,8.0
2,56,0.7,1,1.02
2,56,1,1,0.3
2,64,0.1,1,0.65
2,64,0.4,1,6.4
2,64,0.7,1,1.04
2,64,1,1,0.27
