Instance,Budget,Rate,PF_points, Time
1,32,0.1,1,0.39
1,32,0.4,1,1.29
1,32,0.7,1,1.73
1,32,1,1,0.32
1,40,0.1,1,0.45
1,40,0.4,1,1.27
1,40,0.7,1,0.37
1,40,1,1,0.27
1,48,0.1,1,1.96
1,48,0.4,1,0.81
1,48,0.7,1,1.03
1,48,1,1,0.24
1,56,0.1,1,1.13
1,56,0.4,1,0.64
1,56,0.7,1,0.63
1,56,1,1,0.22
1,64,0.1,1,0.33
1,64,0.4,1,0.27
1,64,0.7,1,1.15
1,64,1,1,0.24
