Instance,Budget,Rate,PF_points, Time
2,32,0.1,1,0.62
2,32,0.4,1,0.25
2,32,0.7,1,0.37
2,32,1,1,0.21
2,40,0.1,1,0.61
2,40,0.4,1,0.86
2,40,0.7,1,0.27
2,40,1,1,0.24
2,48,0.1,1,0.64
2,48,0.4,1,1.03
2,48,0.7,1,0.23
2,48,1,1,0.36
2,56,0.1,1,1.01
2,56,0.4,1,0.19
2,56,0.7,1,0.22
2,56,1,1,0.23
2,64,0.1,1,0.3
2,64,0.4,1,0.36
2,64,0.7,1,0.17
2,64,1,1,0.22
