Instance,Budget,Rate,PF_points, Time
1,64,0.1,1,0.51
1,64,0.4,1,0.63
1,64,0.7,1,0.6
1,64,1,1,0.51
1,72,0.1,1,0.45
1,72,0.4,1,0.7
1,72,0.7,1,0.68
1,72,1,1,0.51
1,80,0.1,1,0.53
1,80,0.4,1,0.7
1,80,0.7,1,0.67
1,80,1,1,0.53
1,88,0.1,1,0.52
1,88,0.4,1,0.61
1,88,0.7,1,0.66
1,88,1,1,0.53
1,96,0.1,1,0.48
1,96,0.4,1,0.56
1,96,0.7,1,0.63
1,96,1,1,0.47
