Instance,Budget,Rate,PF_points, Time
2,32,0.1,2,1.49
2,32,0.4,2,2.34
2,32,0.7,2,1.73
2,32,1,1,0.63
2,40,0.1,2,2.7
2,40,0.4,2,2.7
2,40,0.7,2,5.87
2,40,1,1,0.58
2,48,0.1,2,1.02
2,48,0.4,2,2.38
2,48,0.7,2,1.66
2,48,1,1,0.33
2,56,0.1,1,1.48
2,56,0.4,1,0.31
2,56,0.7,1,0.78
2,56,1,1,0.35
2,64,0.1,1,0.39
2,64,0.4,1,0.75
2,64,0.7,1,0.36
2,64,1,1,0.36
