Instance,Budget,Rate,PF_points, Time
1,32,0.1,1,0.15
1,32,0.4,1,0.14
1,32,0.7,1,0.16
1,32,1,1,0.16
1,40,0.1,2,0.19
1,40,0.4,2,0.19
1,40,0.7,2,0.22
1,40,1,2,0.19
1,48,0.1,1,0.16
1,48,0.4,1,0.15
1,48,0.7,1,0.14
1,48,1,1,0.14
1,56,0.1,2,0.14
1,56,0.4,2,0.16
1,56,0.7,2,0.16
1,56,1,2,0.18
1,64,0.1,1,0.14
1,64,0.4,1,0.31
1,64,0.7,2,0.4
1,64,1,2,0.14
