Instance,Budget,Rate,PF_points, Time
1,32,0.1,1,1.39
1,32,0.4,1,1.26
1,32,0.7,1,0.61
1,32,1,1,0.36
1,40,0.1,1,1.13
1,40,0.4,1,0.99
1,40,0.7,1,0.5
1,40,1,1,0.33
1,48,0.1,1,1.35
1,48,0.4,1,0.35
1,48,0.7,1,0.39
1,48,1,1,0.3
1,56,0.1,1,1.45
1,56,0.4,1,0.29
1,56,0.7,1,0.32
1,56,1,1,0.27
1,64,0.1,1,0.35
1,64,0.4,1,0.38
1,64,0.7,1,0.27
1,64,1,1,0.28
