Instance,Budget,Rate,PF_points, Time
1,32,0.1,1,0.19
1,32,0.4,1,0.15
1,32,0.7,1,0.15
1,32,1,1,0.17
1,40,0.1,1,0.16
1,40,0.4,1,0.15
1,40,0.7,1,0.18
1,40,1,1,0.15
1,48,0.1,1,0.15
1,48,0.4,1,0.15
1,48,0.7,1,0.16
1,48,1,1,0.18
1,56,0.1,1,0.16
1,56,0.4,1,0.15
1,56,0.7,1,0.16
1,56,1,1,0.15
1,64,0.1,1,0.15
1,64,0.4,1,0.15
1,64,0.7,1,0.15
1,64,1,1,0.17
