Instance,Budget,Rate,PF_points, Time
4,32,0.1,2,3.52
4,32,0.4,1,0.34
4,32,0.7,1,1.56
4,32,1,1,0.18
4,40,0.1,2,3.38
4,40,0.4,1,0.23
4,40,0.7,1,1.16
4,40,1,1,0.21
4,48,0.1,2,1.07
4,48,0.4,1,0.29
4,48,0.7,1,7.21
4,48,1,1,0.25
4,56,0.1,2,0.43
4,56,0.4,1,0.24
4,56,0.7,1,7.29
4,56,1,1,0.27
4,64,0.1,1,0.28
4,64,0.4,1,0.18
4,64,0.7,1,0.23
4,64,1,1,0.2
