Instance,Budget,Rate,PF_points, Time
1,32,0.1,1,0.93
1,32,0.4,1,1.15
1,32,0.7,1,1.68
1,32,1,1,0.28
1,40,0.1,1,0.93
1,40,0.4,1,0.3
1,40,0.7,1,0.39
1,40,1,1,0.23
1,48,0.1,1,0.96
1,48,0.4,1,0.79
1,48,0.7,1,1.82
1,48,1,1,0.22
1,56,0.1,1,0.89
1,56,0.4,1,1.33
1,56,0.7,1,2.5
1,56,1,1,0.21
1,64,0.1,1,1.3
1,64,0.4,1,0.26
1,64,0.7,1,1.28
1,64,1,1,0.22
