Instance,Budget,Rate,PF_points, Time
1,64,0.1,2,69.37
1,64,0.4,1,69.1
1,64,0.7,1,734.43
1,64,1,1,1.3
1,72,0.1,3,67.47
1,72,0.4,2,82.35
1,72,0.7,1,1142.53
1,72,1,1,1.08
1,80,0.1,3,95.56
1,80,0.4,2,88.17
1,80,0.7,1,623.38
1,80,1,1,0.9
1,88,0.1,3,95.38
1,88,0.4,2,106.17
1,88,0.7,1,270.83
1,88,1,1,2.34
1,96,0.1,3,99.71
1,96,0.4,2,30.02
1,96,0.7,1,129.06
1,96,1,1,0.6
