Instance,Budget,Rate,PF_points, Time
1,64,0.1,1,0.65
1,64,0.4,1,899.82
1,64,0.7,1,442.06
1,64,1,1,0.45
1,72,0.1,1,0.38
1,72,0.4,1,56584.13
1,72,0.7,1,1230.48
1,72,1,1,0.57
1,80,0.1,1,0.5
1,80,0.4,1,307.44
1,80,0.7,1,698.34
1,80,1,1,0.57
1,88,0.1,1,0.5
1,88,0.4,1,1175.05
1,88,0.7,1,689.17
1,88,1,1,0.57
1,96,0.1,1,0.5
1,96,0.4,1,481.93
1,96,0.7,1,418.33
1,96,1,1,0.57
