Instance,Budget,Rate,PF_points, Time
1,64,0.1,2,43.95
1,64,0.4,1,60.1
1,64,0.7,1,670.85
1,64,1,3,1.42
1,72,0.1,2,27.4
1,72,0.4,1,37.34
1,72,0.7,1,1038.36
1,72,1,3,1.1
1,80,0.1,2,34.62
1,80,0.4,1,40.33
1,80,0.7,1,565.93
1,80,1,3,2.97
1,88,0.1,2,36.92
1,88,0.4,1,66.27
1,88,0.7,1,244.72
1,88,1,3,4.56
1,96,0.1,2,43.86
1,96,0.4,2,22.73
1,96,0.7,2,129.46
1,96,1,4,7.56
