Instance,Budget,Rate,PF_points, Time
1,64,0.1,1,0.64
1,64,0.4,1,190.41
1,64,0.7,1,406.83
1,64,1,1,0.48
1,72,0.1,1,0.42
1,72,0.4,1,169.67
1,72,0.7,1,373.18
1,72,1,1,0.42
1,80,0.1,1,0.45
1,80,0.4,1,191.38
1,80,0.7,1,346.16
1,80,1,1,0.47
1,88,0.1,1,0.42
1,88,0.4,1,98.57
1,88,0.7,1,329.97
1,88,1,1,0.44
1,96,0.1,1,0.45
1,96,0.4,1,133.39
1,96,0.7,1,214.0
1,96,1,1,0.42
