Instance,Budget,Rate,PF_points, Time
3,32,0.1,1,1.26
3,32,0.4,2,8.09
3,32,0.7,2,10.43
3,32,1,2,0.58
3,40,0.1,1,1.01
3,40,0.4,2,8.71
3,40,0.7,2,5.15
3,40,1,2,0.34
3,48,0.1,1,1.74
3,48,0.4,2,3.61
3,48,0.7,2,3.34
3,48,1,1,0.44
3,56,0.1,1,1.81
3,56,0.4,1,0.68
3,56,0.7,1,0.22
3,56,1,1,0.28
3,64,0.1,1,0.97
3,64,0.4,1,0.37
3,64,0.7,1,0.2
3,64,1,1,0.27
