Instance,Budget,Rate,PF_points, Time
4,32,0.1,2,3.41
4,32,0.4,1,0.32
4,32,0.7,1,1.05
4,32,1,1,0.23
4,40,0.1,2,2.86
4,40,0.4,1,0.25
4,40,0.7,1,0.88
4,40,1,1,0.25
4,48,0.1,2,3.75
4,48,0.4,1,0.86
4,48,0.7,1,4.37
4,48,1,1,0.24
4,56,0.1,2,2.62
4,56,0.4,1,0.77
4,56,0.7,1,0.79
4,56,1,1,0.26
4,64,0.1,1,0.25
4,64,0.4,1,0.21
4,64,0.7,1,0.28
4,64,1,1,0.21
