Instance,Budget,Rate,PF_points, Time
3,32,0.1,1,0.31
3,32,0.4,1,6.85
3,32,0.7,1,6.38
3,32,1,1,0.55
3,40,0.1,1,0.37
3,40,0.4,1,8.51
3,40,0.7,1,9.79
3,40,1,1,0.53
3,48,0.1,1,1.17
3,48,0.4,1,1.09
3,48,0.7,1,1.62
3,48,1,1,0.18
3,56,0.1,1,1.51
3,56,0.4,1,0.53
3,56,0.7,1,2.89
3,56,1,1,0.22
3,64,0.1,1,0.29
3,64,0.4,1,0.43
3,64,0.7,1,0.64
3,64,1,1,0.18
