Instance,Budget,Rate,PF_points, Time
1,64,0.1,1,0.43
1,64,0.4,1,0.52
1,64,0.7,1,0.51
1,64,1,3,0.54
1,72,0.1,1,0.38
1,72,0.4,1,0.48
1,72,0.7,1,0.49
1,72,1,2,0.41
1,80,0.1,1,0.39
1,80,0.4,1,0.49
1,80,0.7,1,0.52
1,80,1,2,0.39
1,88,0.1,1,0.37
1,88,0.4,1,0.48
1,88,0.7,1,0.48
1,88,1,2,0.44
1,96,0.1,1,0.39
1,96,0.4,2,1.42
1,96,0.7,2,2.04
1,96,1,2,1.7
